,User ID,Age (yrs),Gender,Country,Social Media Platform Used,Total Time Spent on the Platform (mins),Number of Logging In Sessions,Video Category,Time Spent On Video (mins),Videos Watched Count,Time of Day Usage Frequency,Impact on Productivity,User's Satisfaction with Platform,Video Motivation,Primary Device of Use,Perceived Self Control Level,Perceived Addiction Level,Concurrent Activity,Internet Connection Type,Age Band (yrs),Economic Group
165,166,59,Male,Japan,YouTube,228,16,Entertainment,27,30,Afternoon,5,5,Entertainment,Smartphone,7,3,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
166,167,62,Male,Philippines,Instagram,214,9,Gaming,13,21,Evening,6,4,Habit,Computer,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
167,168,23,Male,Japan,Facebook,220,1,Gaming,7,1,Evening,6,4,Entertainment,Tablet,8,2,At school,Wi-Fi,18-24 (Youth),Developed
168,169,45,Female,United States,YouTube,286,17,Trends,8,25,Afternoon,5,5,Habit,Smartphone,7,3,At work,Mobile Data,45-54 (Older Adults),Developed
169,170,45,Female,Philippines,TikTok,33,13,Trends,22,32,Afternoon,5,5,Entertainment,Smartphone,7,3,At home,Mobile Data,45-54 (Older Adults),Developing
170,171,61,Male,Japan,YouTube,13,5,Life Hacks,17,8,Afternoon,5,5,Habit,Smartphone,7,3,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
171,172,61,Male,Germany,YouTube,161,10,Jokes/Memes,17,5,Night,3,7,Entertainment,Tablet,5,5,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
172,173,37,Female,United States,Instagram,268,6,Entertainment,16,30,Night,3,7,Habit,Smartphone,5,5,At work,Mobile Data,35-44 (Mid Adults),Developed
173,174,47,Male,India,Instagram,177,19,Gaming,22,8,Evening,6,4,Entertainment,Tablet,8,2,At home,Mobile Data,45-54 (Older Adults),Developing
174,175,28,Male,Philippines,TikTok,185,13,ASMR,2,49,Night,3,7,Entertainment,Smartphone,5,5,Commuting,Wi-Fi,25-44 (Young Adults),Developing
175,176,45,Female,Indonesia,Instagram,65,1,Life Hacks,8,19,Evening,6,4,Habit,Smartphone,8,2,At work,Mobile Data,45-54 (Older Adults),Developing
176,177,42,Male,United States,YouTube,117,15,ASMR,17,44,Morning,8,2,Boredom,Smartphone,10,0,At home,Wi-Fi,35-44 (Mid Adults),Developed
177,178,56,Female,Indonesia,YouTube,150,14,Trends,13,30,Evening,6,4,Boredom,Tablet,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
178,179,50,Male,India,Instagram,164,8,Trends,18,15,Afternoon,5,5,Habit,Smartphone,7,3,At work,Mobile Data,45-54 (Older Adults),Developing
179,180,18,Other,Indonesia,YouTube,271,10,Vlogs,24,36,Afternoon,5,5,Entertainment,Smartphone,7,3,At home,Mobile Data,18-24 (Youth),Developing
180,181,44,Female,India,YouTube,282,9,Life Hacks,28,44,Evening,6,4,Procrastination,Computer,8,2,At school,Mobile Data,35-44 (Mid Adults),Developing
181,182,30,Female,India,TikTok,241,17,Life Hacks,22,27,Evening,6,4,Procrastination,Tablet,8,2,At school,Mobile Data,25-44 (Young Adults),Developing
182,183,58,Male,Philippines,Instagram,250,9,Jokes/Memes,28,13,Evening,6,4,Habit,Smartphone,8,2,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
183,184,20,Female,Japan,YouTube,267,3,ASMR,10,14,Evening,6,4,Habit,Tablet,8,2,At school,Mobile Data,18-24 (Youth),Developed
184,185,56,Male,Brazil,Instagram,258,11,Pranks,2,37,Night,3,7,Entertainment,Smartphone,5,5,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
185,186,23,Male,India,TikTok,86,12,Jokes/Memes,2,48,Evening,6,4,Entertainment,Smartphone,8,2,At work,Mobile Data,18-24 (Youth),Developing
186,187,25,Male,Philippines,Instagram,189,10,Entertainment,27,30,Afternoon,5,5,Procrastination,Tablet,7,3,At home,Mobile Data,25-44 (Young Adults),Developing
187,188,44,Male,Germany,YouTube,75,17,Life Hacks,14,39,Morning,8,2,Procrastination,Smartphone,10,0,At work,Mobile Data,35-44 (Mid Adults),Developed
188,189,26,Female,India,Instagram,180,17,Entertainment,16,47,Morning,8,2,Entertainment,Smartphone,10,0,Commuting,Wi-Fi,25-44 (Young Adults),Developing
189,190,54,Male,Mexico,YouTube,31,11,Pranks,7,13,Morning,8,2,Habit,Smartphone,10,0,At home,Mobile Data,45-54 (Older Adults),Developing
190,191,50,Male,Indonesia,YouTube,116,4,Entertainment,21,16,Evening,6,4,Boredom,Smartphone,8,2,At work,Wi-Fi,45-54 (Older Adults),Developing
191,192,59,Other,Brazil,YouTube,236,7,Life Hacks,21,44,Evening,6,4,Entertainment,Smartphone,8,2,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
192,193,61,Male,Japan,TikTok,225,14,Jokes/Memes,24,7,Evening,6,4,Habit,Smartphone,8,2,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
193,194,41,Female,United States,Instagram,78,7,Vlogs,12,48,Afternoon,5,5,Entertainment,Smartphone,7,3,At home,Mobile Data,35-44 (Mid Adults),Developed
194,195,32,Other,India,TikTok,93,8,Trends,28,27,Evening,6,4,Habit,Tablet,8,2,At school,Wi-Fi,25-44 (Young Adults),Developing
195,196,49,Male,Vietnam,Instagram,112,1,Life Hacks,23,45,Evening,6,4,Habit,Tablet,8,2,At home,Mobile Data,45-54 (Older Adults),Developing
196,197,49,Male,Pakistan,TikTok,48,4,Jokes/Memes,28,35,Evening,6,4,Habit,Smartphone,8,2,At home,Mobile Data,45-54 (Older Adults),Developing
197,198,41,Male,Brazil,Facebook,22,12,Gaming,14,15,Night,3,7,Habit,Smartphone,5,5,At work,Wi-Fi,35-44 (Mid Adults),Developing
198,199,58,Male,United States,YouTube,190,3,Pranks,25,28,Morning,8,2,Boredom,Computer,10,0,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
199,200,29,Male,India,YouTube,277,13,Entertainment,4,35,Evening,6,4,Boredom,Smartphone,8,2,Commuting,Mobile Data,25-44 (Young Adults),Developing
200,201,56,Other,Vietnam,TikTok,22,6,Pranks,26,7,Evening,6,4,Entertainment,Tablet,8,2,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
201,202,19,Female,Philippines,Facebook,129,11,Jokes/Memes,4,46,Morning,8,2,Habit,Computer,10,0,At home,Mobile Data,18-24 (Youth),Developing
202,203,20,Female,Japan,YouTube,66,4,Trends,18,46,Evening,6,4,Habit,Smartphone,8,2,At home,Mobile Data,18-24 (Youth),Developed
203,204,54,Female,India,Instagram,49,16,Gaming,3,20,Night,3,7,Habit,Smartphone,5,5,At school,Wi-Fi,45-54 (Older Adults),Developing
204,205,34,Male,India,TikTok,137,7,Trends,1,32,Night,3,7,Boredom,Computer,5,5,Commuting,Wi-Fi,25-44 (Young Adults),Developing
205,206,19,Male,India,YouTube,182,11,Gaming,17,38,Evening,6,4,Boredom,Computer,8,2,At school,Mobile Data,18-24 (Youth),Developing
206,207,19,Male,India,YouTube,44,1,Life Hacks,7,40,Night,3,7,Habit,Smartphone,5,5,At school,Wi-Fi,18-24 (Youth),Developing
207,208,45,Female,Vietnam,TikTok,268,7,Comedy,16,32,Evening,6,4,Habit,Smartphone,8,2,Commuting,Wi-Fi,45-54 (Older Adults),Developing
208,209,40,Male,Indonesia,TikTok,14,12,Entertainment,5,26,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,35-44 (Mid Adults),Developing
209,210,54,Male,Pakistan,Instagram,227,7,Entertainment,19,39,Evening,6,4,Procrastination,Computer,8,2,At school,Wi-Fi,45-54 (Older Adults),Developing
210,211,49,Female,Germany,Instagram,20,7,Gaming,7,20,Evening,6,4,Habit,Tablet,8,2,At home,Mobile Data,45-54 (Older Adults),Developed
211,212,50,Other,India,YouTube,126,10,Vlogs,14,18,Afternoon,5,5,Habit,Smartphone,7,3,At work,Wi-Fi,45-54 (Older Adults),Developing
212,213,18,Other,Mexico,YouTube,193,16,Trends,2,15,Evening,6,4,Boredom,Smartphone,8,2,At school,Mobile Data,18-24 (Youth),Developing
213,214,36,Female,Pakistan,TikTok,125,8,Life Hacks,3,22,Evening,6,4,Habit,Smartphone,8,2,At work,Mobile Data,35-44 (Mid Adults),Developing
214,215,19,Male,India,YouTube,171,9,Jokes/Memes,17,22,Evening,6,4,Boredom,Smartphone,8,2,At school,Mobile Data,18-24 (Youth),Developing
215,216,61,Male,Japan,YouTube,76,9,Entertainment,16,21,Night,3,7,Habit,Tablet,5,5,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
216,217,43,Male,India,TikTok,209,2,Gaming,8,2,Evening,6,4,Entertainment,Computer,8,2,At home,Mobile Data,35-44 (Mid Adults),Developing
217,218,49,Male,United States,YouTube,40,13,Life Hacks,18,40,Morning,8,2,Procrastination,Smartphone,10,0,At home,Mobile Data,45-54 (Older Adults),Developed
218,219,23,Other,Pakistan,YouTube,84,13,Comedy,15,43,Night,3,7,Procrastination,Smartphone,5,5,Commuting,Mobile Data,18-24 (Youth),Developing
219,220,49,Male,Mexico,Facebook,246,4,Pranks,7,18,Night,3,7,Procrastination,Smartphone,5,5,At home,Mobile Data,45-54 (Older Adults),Developing
220,221,21,Male,India,Instagram,75,12,Trends,27,23,Night,3,7,Boredom,Smartphone,5,5,At school,Mobile Data,18-24 (Youth),Developing
221,222,28,Male,Indonesia,TikTok,79,17,Life Hacks,9,13,Evening,6,4,Entertainment,Computer,8,2,At work,Wi-Fi,25-44 (Young Adults),Developing
222,223,34,Other,Vietnam,Facebook,29,2,Vlogs,6,41,Afternoon,5,5,Entertainment,Tablet,7,3,At school,Mobile Data,25-44 (Young Adults),Developing
223,224,55,Other,United States,Instagram,235,13,ASMR,18,9,Evening,6,4,Habit,Tablet,8,2,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
224,225,41,Male,Philippines,Instagram,208,18,Life Hacks,18,49,Evening,6,4,Boredom,Tablet,8,2,At home,Mobile Data,35-44 (Mid Adults),Developing
225,226,22,Male,Pakistan,Instagram,48,15,Pranks,25,7,Evening,6,4,Boredom,Smartphone,8,2,At work,Wi-Fi,18-24 (Youth),Developing
226,227,51,Male,Japan,Facebook,154,8,Entertainment,26,41,Night,3,7,Habit,Computer,5,5,At work,Wi-Fi,45-54 (Older Adults),Developed
227,228,23,Male,Vietnam,Facebook,54,15,Trends,24,1,Night,3,7,Habit,Smartphone,5,5,At school,Wi-Fi,18-24 (Youth),Developing
228,229,39,Other,United States,Instagram,100,1,Gaming,14,2,Evening,6,4,Habit,Tablet,8,2,At home,Mobile Data,35-44 (Mid Adults),Developed
229,230,28,Male,India,YouTube,247,10,Life Hacks,14,4,Night,3,7,Entertainment,Computer,5,5,At home,Mobile Data,25-44 (Young Adults),Developing
230,231,33,Female,United States,YouTube,79,12,Pranks,14,14,Night,3,7,Boredom,Tablet,5,5,At school,Mobile Data,25-44 (Young Adults),Developed
231,232,50,Male,Vietnam,Facebook,175,5,Life Hacks,25,32,Night,3,7,Entertainment,Tablet,5,5,At school,Mobile Data,45-54 (Older Adults),Developing
232,233,26,Other,United States,Facebook,139,9,Life Hacks,4,36,Night,3,7,Boredom,Smartphone,5,5,At home,Wi-Fi,25-44 (Young Adults),Developed
233,234,23,Male,Germany,Facebook,223,8,ASMR,4,2,Afternoon,5,5,Entertainment,Tablet,7,3,Commuting,Mobile Data,18-24 (Youth),Developed
234,235,33,Female,Brazil,Instagram,98,16,Trends,15,40,Evening,6,4,Boredom,Smartphone,8,2,Commuting,Mobile Data,25-44 (Young Adults),Developing
235,236,46,Female,Indonesia,YouTube,261,14,Life Hacks,15,14,Evening,6,4,Procrastination,Computer,8,2,At school,Wi-Fi,45-54 (Older Adults),Developing
236,237,20,Other,India,Facebook,81,13,Jokes/Memes,18,20,Morning,8,2,Habit,Computer,10,0,At home,Mobile Data,18-24 (Youth),Developing
237,238,37,Female,Vietnam,Facebook,174,13,Trends,14,25,Night,3,7,Habit,Tablet,5,5,At work,Mobile Data,35-44 (Mid Adults),Developing
238,239,53,Male,Germany,TikTok,58,5,Jokes/Memes,26,42,Evening,6,4,Habit,Computer,8,2,At school,Mobile Data,45-54 (Older Adults),Developed
239,240,36,Female,Germany,Instagram,61,16,Jokes/Memes,1,49,Afternoon,5,5,Procrastination,Tablet,7,3,Commuting,Wi-Fi,35-44 (Mid Adults),Developed
240,241,43,Other,Philippines,TikTok,298,11,Life Hacks,10,8,Afternoon,5,5,Entertainment,Smartphone,7,3,At work,Mobile Data,35-44 (Mid Adults),Developing
241,242,20,Other,United States,YouTube,287,5,Life Hacks,29,28,Evening,6,4,Entertainment,Tablet,8,2,At school,Mobile Data,18-24 (Youth),Developed
242,243,36,Male,Brazil,TikTok,123,13,Life Hacks,20,46,Night,3,7,Procrastination,Smartphone,5,5,At school,Mobile Data,35-44 (Mid Adults),Developing
243,244,37,Female,Germany,TikTok,248,11,ASMR,10,21,Night,3,7,Habit,Smartphone,5,5,At home,Wi-Fi,35-44 (Mid Adults),Developed
244,245,49,Male,Brazil,TikTok,142,19,Jokes/Memes,10,23,Evening,6,4,Procrastination,Smartphone,8,2,At school,Mobile Data,45-54 (Older Adults),Developing
245,246,24,Male,United States,Instagram,283,3,Life Hacks,27,32,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,18-24 (Youth),Developed
246,247,58,Male,Vietnam,YouTube,175,15,Jokes/Memes,24,8,Morning,8,2,Entertainment,Computer,10,0,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
247,248,50,Female,Japan,TikTok,252,7,Life Hacks,2,31,Evening,6,4,Habit,Smartphone,8,2,At home,Mobile Data,45-54 (Older Adults),Developed
248,249,57,Female,United States,Instagram,147,7,Jokes/Memes,29,37,Afternoon,5,5,Habit,Smartphone,7,3,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
249,250,56,Male,Germany,YouTube,88,6,Trends,28,16,Afternoon,5,5,Procrastination,Smartphone,7,3,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
250,251,35,Other,India,Facebook,179,3,Gaming,27,40,Afternoon,5,5,Entertainment,Smartphone,7,3,At home,Mobile Data,35-44 (Mid Adults),Developing
251,252,57,Female,United States,TikTok,132,13,Entertainment,8,42,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
252,253,18,Female,United States,YouTube,185,7,Comedy,1,27,Evening,6,4,Habit,Smartphone,8,2,At work,Mobile Data,18-24 (Youth),Developed
253,254,28,Male,Philippines,TikTok,91,5,Gaming,1,40,Afternoon,5,5,Habit,Smartphone,7,3,At work,Mobile Data,25-44 (Young Adults),Developing
254,255,45,Female,Indonesia,Facebook,96,18,Pranks,4,41,Afternoon,5,5,Procrastination,Tablet,7,3,At work,Mobile Data,45-54 (Older Adults),Developing
255,256,42,Female,India,YouTube,234,8,Vlogs,7,18,Afternoon,5,5,Habit,Smartphone,7,3,Commuting,Mobile Data,35-44 (Mid Adults),Developing
256,257,40,Male,India,Instagram,25,17,Life Hacks,9,35,Night,3,7,Procrastination,Smartphone,5,5,At home,Wi-Fi,35-44 (Mid Adults),Developing
257,258,48,Male,Philippines,YouTube,172,1,Life Hacks,16,49,Evening,6,4,Boredom,Smartphone,8,2,Commuting,Wi-Fi,45-54 (Older Adults),Developing
258,259,47,Male,United States,Instagram,107,14,ASMR,5,15,Evening,6,4,Habit,Smartphone,8,2,At school,Wi-Fi,45-54 (Older Adults),Developed
259,260,59,Male,United States,YouTube,165,17,Pranks,2,27,Evening,6,4,Boredom,Smartphone,8,2,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
260,261,52,Male,United States,Instagram,11,10,Entertainment,28,17,Evening,6,4,Habit,Smartphone,8,2,At school,Wi-Fi,45-54 (Older Adults),Developed
261,262,24,Male,Germany,Facebook,178,12,Pranks,23,40,Morning,8,2,Boredom,Smartphone,10,0,At work,Mobile Data,18-24 (Youth),Developed
262,263,33,Other,Philippines,Facebook,101,16,Life Hacks,11,2,Evening,6,4,Entertainment,Smartphone,8,2,At school,Mobile Data,25-44 (Young Adults),Developing
263,264,43,Male,Vietnam,Facebook,190,14,Entertainment,18,49,Morning,8,2,Entertainment,Tablet,10,0,At school,Wi-Fi,35-44 (Mid Adults),Developing
264,265,19,Male,India,YouTube,240,16,Vlogs,25,31,Night,3,7,Procrastination,Computer,5,5,At work,Mobile Data,18-24 (Youth),Developing
265,266,18,Male,Mexico,Facebook,157,8,Pranks,25,37,Afternoon,5,5,Habit,Tablet,7,3,Commuting,Mobile Data,18-24 (Youth),Developing
266,267,29,Male,Pakistan,TikTok,289,10,Jokes/Memes,19,41,Evening,6,4,Habit,Smartphone,8,2,At home,Mobile Data,25-44 (Young Adults),Developing
267,268,22,Male,United States,Facebook,198,17,Vlogs,13,41,Night,3,7,Habit,Tablet,5,5,At school,Wi-Fi,18-24 (Youth),Developed
268,269,54,Female,India,Instagram,137,18,Pranks,24,34,Night,3,7,Habit,Smartphone,5,5,At school,Mobile Data,45-54 (Older Adults),Developing
269,270,49,Female,India,Instagram,16,16,Comedy,11,34,Evening,6,4,Boredom,Smartphone,8,2,At home,Wi-Fi,45-54 (Older Adults),Developing
270,271,26,Male,India,Instagram,56,17,ASMR,20,3,Afternoon,5,5,Entertainment,Smartphone,7,3,At work,Mobile Data,25-44 (Young Adults),Developing
271,272,58,Other,Philippines,YouTube,62,16,Gaming,19,17,Afternoon,5,5,Habit,Tablet,7,3,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
272,273,52,Other,United States,TikTok,196,19,Pranks,17,14,Evening,6,4,Boredom,Tablet,8,2,At home,Mobile Data,45-54 (Older Adults),Developed
273,274,36,Male,Pakistan,Facebook,47,8,Comedy,5,14,Evening,6,4,Entertainment,Computer,8,2,At work,Wi-Fi,35-44 (Mid Adults),Developing
274,275,33,Female,Japan,TikTok,235,6,Jokes/Memes,13,46,Evening,6,4,Entertainment,Tablet,8,2,Commuting,Mobile Data,25-44 (Young Adults),Developed
275,276,20,Female,Germany,TikTok,62,6,Pranks,27,38,Night,3,7,Entertainment,Smartphone,5,5,At school,Mobile Data,18-24 (Youth),Developed
276,277,37,Male,Brazil,Instagram,233,9,Trends,20,35,Night,3,7,Entertainment,Smartphone,5,5,At home,Mobile Data,35-44 (Mid Adults),Developing
277,278,41,Other,Vietnam,Instagram,163,4,Vlogs,1,1,Afternoon,5,5,Entertainment,Tablet,7,3,Commuting,Mobile Data,35-44 (Mid Adults),Developing
278,279,50,Male,Pakistan,Instagram,57,12,Gaming,10,48,Night,3,7,Habit,Tablet,5,5,At home,Mobile Data,45-54 (Older Adults),Developing
279,280,41,Other,Brazil,YouTube,156,12,Vlogs,8,29,Evening,6,4,Habit,Tablet,8,2,At work,Mobile Data,35-44 (Mid Adults),Developing
280,281,28,Female,Philippines,TikTok,73,17,Pranks,24,4,Morning,8,2,Boredom,Smartphone,10,0,At home,Wi-Fi,25-44 (Young Adults),Developing
281,282,25,Female,Brazil,TikTok,191,15,Vlogs,29,33,Evening,6,4,Boredom,Tablet,8,2,At work,Wi-Fi,25-44 (Young Adults),Developing
282,283,53,Male,Mexico,YouTube,134,9,Gaming,8,17,Evening,6,4,Procrastination,Computer,8,2,At home,Mobile Data,45-54 (Older Adults),Developing
283,284,55,Male,India,YouTube,188,7,Trends,19,28,Evening,6,4,Boredom,Smartphone,8,2,Commuting,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
284,285,57,Male,Pakistan,YouTube,48,10,Entertainment,6,26,Afternoon,5,5,Habit,Computer,7,3,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
285,286,37,Male,Philippines,TikTok,269,16,Vlogs,12,8,Evening,6,4,Entertainment,Smartphone,8,2,At home,Mobile Data,35-44 (Mid Adults),Developing
286,287,52,Male,Pakistan,TikTok,12,12,Vlogs,28,34,Evening,6,4,Habit,Smartphone,8,2,At school,Mobile Data,45-54 (Older Adults),Developing
287,288,42,Female,Mexico,Instagram,73,7,Jokes/Memes,7,18,Night,3,7,Procrastination,Smartphone,5,5,At home,Mobile Data,35-44 (Mid Adults),Developing
288,289,52,Male,United States,Instagram,38,18,Pranks,16,31,Night,3,7,Habit,Computer,5,5,At work,Mobile Data,45-54 (Older Adults),Developed
289,290,42,Female,United States,TikTok,20,15,Life Hacks,9,27,Afternoon,5,5,Entertainment,Tablet,7,3,Commuting,Mobile Data,35-44 (Mid Adults),Developed
290,291,46,Female,United States,Instagram,106,6,ASMR,21,16,Evening,6,4,Habit,Computer,8,2,At home,Mobile Data,45-54 (Older Adults),Developed
291,292,35,Female,Indonesia,YouTube,212,12,Jokes/Memes,25,10,Night,3,7,Entertainment,Smartphone,5,5,At work,Mobile Data,35-44 (Mid Adults),Developing
292,293,63,Male,Brazil,Facebook,30,11,Trends,22,40,Evening,6,4,Habit,Smartphone,8,2,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
293,294,35,Male,Indonesia,Instagram,48,3,Jokes/Memes,10,12,Evening,6,4,Boredom,Smartphone,8,2,At school,Wi-Fi,35-44 (Mid Adults),Developing
294,295,19,Female,India,TikTok,232,2,Jokes/Memes,10,22,Afternoon,5,5,Habit,Smartphone,7,3,At work,Wi-Fi,18-24 (Youth),Developing
295,296,52,Male,Vietnam,Instagram,111,6,Life Hacks,10,16,Afternoon,5,5,Habit,Computer,7,3,At school,Mobile Data,45-54 (Older Adults),Developing
296,297,33,Female,Mexico,Instagram,55,5,Life Hacks,20,12,Night,3,7,Entertainment,Tablet,5,5,At school,Mobile Data,25-44 (Young Adults),Developing
297,298,58,Female,Philippines,Instagram,75,18,Trends,29,11,Evening,6,4,Boredom,Tablet,8,2,Commuting,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
298,299,53,Male,Pakistan,Facebook,100,16,Pranks,16,20,Morning,8,2,Boredom,Tablet,10,0,At work,Wi-Fi,45-54 (Older Adults),Developing
299,300,50,Female,Germany,YouTube,173,8,Entertainment,1,1,Afternoon,5,5,Habit,Smartphone,7,3,Commuting,Wi-Fi,45-54 (Older Adults),Developed
300,301,21,Female,Philippines,TikTok,120,11,Vlogs,17,27,Afternoon,5,5,Entertainment,Smartphone,7,3,At home,Mobile Data,18-24 (Youth),Developing
301,302,50,Male,Brazil,Facebook,132,10,Vlogs,26,3,Afternoon,5,5,Habit,Smartphone,7,3,At home,Mobile Data,45-54 (Older Adults),Developing
302,303,31,Male,Indonesia,TikTok,202,12,Jokes/Memes,21,12,Afternoon,5,5,Boredom,Computer,7,3,At school,Mobile Data,25-44 (Young Adults),Developing
303,304,38,Other,Indonesia,TikTok,108,6,Gaming,29,30,Evening,6,4,Boredom,Smartphone,8,2,At home,Mobile Data,35-44 (Mid Adults),Developing
304,305,37,Other,United States,TikTok,168,5,Jokes/Memes,14,9,Evening,6,4,Boredom,Smartphone,8,2,At work,Mobile Data,35-44 (Mid Adults),Developed
305,306,25,Male,Indonesia,Facebook,112,9,Life Hacks,19,37,Night,3,7,Habit,Computer,5,5,At school,Mobile Data,25-44 (Young Adults),Developing
306,307,24,Female,Vietnam,YouTube,290,16,Entertainment,21,1,Evening,6,4,Habit,Smartphone,8,2,At work,Wi-Fi,18-24 (Youth),Developing
307,308,20,Male,Japan,TikTok,52,14,Trends,21,42,Morning,8,2,Entertainment,Smartphone,10,0,At home,Wi-Fi,18-24 (Youth),Developed
308,309,34,Female,Pakistan,YouTube,93,8,Jokes/Memes,17,49,Afternoon,5,5,Habit,Computer,7,3,At work,Mobile Data,25-44 (Young Adults),Developing
309,310,50,Male,Japan,YouTube,200,19,Jokes/Memes,14,4,Morning,8,2,Entertainment,Smartphone,10,0,At home,Mobile Data,45-54 (Older Adults),Developed
310,311,29,Female,Pakistan,Instagram,60,14,Trends,8,15,Night,3,7,Habit,Smartphone,5,5,At school,Wi-Fi,25-44 (Young Adults),Developing
311,312,39,Female,Mexico,Facebook,219,7,Trends,21,27,Night,3,7,Habit,Smartphone,5,5,At work,Mobile Data,35-44 (Mid Adults),Developing
312,313,39,Other,Pakistan,Facebook,135,5,Jokes/Memes,21,8,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,35-44 (Mid Adults),Developing
313,314,63,Female,Japan,Instagram,78,18,Jokes/Memes,9,23,Evening,6,4,Boredom,Computer,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
314,315,47,Male,Philippines,Instagram,274,2,Entertainment,8,15,Night,3,7,Procrastination,Smartphone,5,5,At home,Mobile Data,45-54 (Older Adults),Developing
315,316,55,Female,Pakistan,YouTube,267,11,Gaming,13,27,Night,3,7,Entertainment,Computer,5,5,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
316,317,55,Other,Mexico,TikTok,197,8,Jokes/Memes,17,31,Afternoon,5,5,Boredom,Smartphone,7,3,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
317,318,62,Male,Mexico,Facebook,239,1,Entertainment,19,39,Night,3,7,Habit,Smartphone,5,5,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
318,319,25,Other,India,TikTok,198,12,Entertainment,28,47,Afternoon,5,5,Boredom,Smartphone,7,3,At work,Wi-Fi,25-44 (Young Adults),Developing
319,320,44,Male,Pakistan,TikTok,19,2,Entertainment,7,8,Afternoon,5,5,Entertainment,Smartphone,7,3,At school,Mobile Data,35-44 (Mid Adults),Developing
320,321,44,Female,Germany,Instagram,123,18,Life Hacks,17,30,Morning,8,2,Entertainment,Smartphone,10,0,At school,Mobile Data,35-44 (Mid Adults),Developed
321,322,51,Male,United States,TikTok,85,7,Gaming,1,42,Afternoon,5,5,Entertainment,Tablet,7,3,At home,Mobile Data,45-54 (Older Adults),Developed
322,323,38,Male,United States,YouTube,173,17,Comedy,5,18,Evening,6,4,Habit,Smartphone,8,2,Commuting,Mobile Data,35-44 (Mid Adults),Developed
323,324,47,Other,India,Instagram,94,14,Trends,25,4,Evening,6,4,Habit,Smartphone,8,2,Commuting,Mobile Data,45-54 (Older Adults),Developing
324,325,50,Male,Mexico,TikTok,58,7,ASMR,6,47,Afternoon,5,5,Entertainment,Smartphone,7,3,At school,Wi-Fi,45-54 (Older Adults),Developing
325,326,45,Female,India,Instagram,186,3,Gaming,26,43,Night,3,7,Habit,Computer,5,5,At work,Mobile Data,45-54 (Older Adults),Developing
326,327,64,Male,United States,YouTube,227,6,Gaming,2,22,Night,3,7,Entertainment,Tablet,5,5,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
327,328,50,Male,Vietnam,YouTube,198,2,ASMR,27,3,Afternoon,5,5,Boredom,Smartphone,7,3,Commuting,Mobile Data,45-54 (Older Adults),Developing
328,329,22,Male,Brazil,TikTok,239,17,Gaming,25,15,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,18-24 (Youth),Developing
329,330,36,Other,Pakistan,Instagram,264,12,Jokes/Memes,16,35,Afternoon,5,5,Habit,Tablet,7,3,At work,Mobile Data,35-44 (Mid Adults),Developing
330,331,21,Other,Japan,TikTok,245,12,Jokes/Memes,22,47,Afternoon,5,5,Entertainment,Smartphone,7,3,At school,Wi-Fi,18-24 (Youth),Developed
331,332,52,Male,India,TikTok,35,17,Life Hacks,5,38,Afternoon,5,5,Entertainment,Tablet,7,3,At work,Mobile Data,45-54 (Older Adults),Developing
332,333,34,Other,India,Instagram,81,10,Vlogs,5,33,Afternoon,5,5,Habit,Smartphone,7,3,At work,Mobile Data,25-44 (Young Adults),Developing
333,334,61,Female,United States,TikTok,270,3,ASMR,12,14,Evening,6,4,Entertainment,Smartphone,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
